"","city","state","postal_code","latitude","longitude","stars","review_count","categories","GoodForKids","RestaurantsReservations","Caters","NoiseLevel","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","WiFi","RestaurantsAttire","RestaurantsDelivery","BusinessAcceptsCreditCards","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","OpenSundays","Open7days","posreview","negreview","posreview2016","negreview2016","posreview2017","negreview2017","posreview2018","negreview2018","checkedin2016","checkedin2017","checkedin2018","checkedin100"
"3190","Charlotte","NC",28273,35.116692,-80.962647,3.5,311,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3191","Madison","WI",53718,43.1380457692,-89.2894092848,3.5,41,"Nightlife, Bars","False","False",NA,"loud","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3192","Middleton","WI",53562,43.1407496,-89.5211137,4,12,"American (Traditional), Nightlife","False","False",NA,"average","True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3193","Charlotte","NC",28211,35.1522311,-80.8318968,2.5,43,"Fast Food, American (Traditional)","True","False","False","very_loud","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3194","Charlotte","NC",28202,35.2272493,-80.8386173,4,80,"Fast Food, American (Traditional)","True","False","True","loud","True","2","True","free","casual","False","True","False","False","True","True","False","False","True","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3195","Mahomet","IL",61853,40.191582,-88.401872,1.5,19,"Fast Food, American (Traditional)","False","False",NA,"loud","True","1",NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
"3196","Charlotte","NC",28277,35.053717,-80.851277,3,247,"Nightlife, Bars","True","False","True","average","True","2","True","free","casual","True","True","False","False","True","True","False","False","True","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3197","Monroe","NC",28110,35.0072809522,-80.5627099425,2.5,9,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,0,1,0,2,NA,NA,NA,NA,1,0,0,0
"3198","Charlotte","NC",28204,35.215054,-80.83331,2.5,14,"Coffee & Tea, Cafes",NA,NA,NA,NA,"True","2","False","free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3199","Madison","WI",53718,43.0509947,-89.2788632,5,16,"Coffee & Tea, Cafes",NA,NA,NA,NA,"False","2","False","None",NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3200","Wesley Chapel","NC",28104,34.9997055,-80.6994116,3.5,62,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","no","casual","False","True","False","False","False","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3201","Madison","WI",53715,43.071074,-89.4075932,2,8,"Fast Food, American (Traditional)","False","False",NA,"average","True","1","True","paid","casual","False","True",NA,NA,NA,NA,NA,NA,"True","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3202","Madison","WI",53703,43.07546,-89.393063,4,98,"American (Traditional), Nightlife","False","False","False","average","True","2","True","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3203","Charlotte","NC",28212,35.1536065,-80.7461254,3,103,"Fast Food, American (Traditional)","True","True","False","average","True","2","False","free","casual","True","True","False","False","False","True","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3204","Monona","WI",53716,43.0498978335,-89.3255344033,2.5,32,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","True","False","False","False","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3205","Charlotte","NC",28217,35.1832582,-80.9194344,3.5,146,"American (Traditional), Nightlife","True","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3206","Middleton","WI",53562,43.095616,-89.511021,4,106,"Nightlife, Bars","False","True","False","average","True","3","False","no","casual","False","True","False","False","False","True","False","False","False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3207","Charlotte","NC",28205,35.214056,-80.782638,4,4,"Coffee & Tea, Cafes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0
"3208","St Joseph","IL",61873,40.111951,-88.0423837,4.5,44,"Nightlife, Bars","True","True",NA,"average","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"3209","Mount Horeb","WI",53572,43.0096094794,-89.7224979743,1,11,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"3210","Madison","WI",53704,43.1033891,-89.3501882,4,130,"American (Traditional), Nightlife","False","False","False","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3211","Madison","WI",53703,43.074727,-89.3815378,4,392,"American (Traditional), Nightlife","False","False","False","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","True","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3212","Charlotte","NC",28217,35.1698647,-80.8756313,4,214,"Coffee & Tea, Cafes","True","True","True","average","True","1","True","free","casual","True","True","False","True","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3213","Mount Horeb","WI",53572,43.0107265335,-89.72526337,3.5,3,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"3214","Champaign","IL",61822,40.0819642,-88.2961397,4.5,58,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",0,0,2,0,16,0,9,0,4,0,1,1,1,0
"3215","Sun Prairie","WI",53590,43.1814042532,-89.2066910863,3,3,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"3216","Verona","WI",53593,42.9875525,-89.5346304,3,7,"American (Traditional), Nightlife","False","False","False","very_loud","True","1","False","free","casual","False","False",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3217","Cornelius","NC",28031,35.4814588597,-80.8554607696,3.5,30,"Sandwiches, Fast Food","True","False","True",NA,"True","1","True","free","casual","True","True","False","False","True","False","True","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"3218","Rantoul","IL",61866,40.3081995,-88.155194,3,14,"Fast Food, American (Traditional)","True","True","True",NA,"True","2","False","free","casual","True","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3219","Champaign","IL",61821,40.1335154552,-88.2595691326,1.5,17,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1",NA,NA,"casual","False","True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3220","Charlotte","NC",28262,35.3146025,-80.7024203,4.5,86,"Fast Food, American (Traditional)","True","True","True","quiet","True","2","False","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3221","Charlotte","NC",28270,35.1386008,-80.7380885,2,23,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","free","casual","False","True","False","False","False","False","False","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3222","Charlotte","NC",28270,35.1473152,-80.7457358,3.5,3,"Fast Food, American (Traditional)","True",NA,NA,NA,"True","1",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3223","Monroe","NC",28110,35.001553,-80.5461889,4,6,"Nightlife, Bars","True","True","False",NA,"True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
"3224","Madison","WI",53704,43.0806001659,-89.3760845032,4,57,"Coffee & Tea, Cafes",NA,NA,"False",NA,"True","1","True","free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"True","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3225","Indian Trail","NC",28079,35.0470484,-80.6479495,2.5,35,"Fast Food, American (Traditional)","True","False","False","average","True","1","True","no","casual","False","True","False","False","True","False","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3226","Madison","WI",53704,43.1204993796,-89.3537917796,4,272,"Nightlife, Bars","False","False","False","average","True","2","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3227","Waunakee","WI",53597,43.1917721102,-89.4542749669,3.5,128,"American (Traditional), Nightlife","True","False","False","average","False","2","True","free","casual","False","True","False","False","True","False","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3228","Champaign","IL",61820,40.1107483422,-88.2306316328,2.5,26,"Fast Food, American (Traditional)","True","False",NA,"average","True","2","False","no","casual","True","True","False","False","False","False","False","False","True","True","False","False","False",1,1,1,1,NA,NA,6,4,1,1,0,1,1,0
"3229","Matthews","NC",28105,35.1246318,-80.7300655,4,234,"Fast Food, American (Traditional)","True","False","False","average","True","2","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,0,23,0,18,0,29,0,19,0,1,1,1,1
"3230","Madison","WI",53704,43.1279755,-89.3097415,2,6,"American (Traditional), Nightlife","True","True",NA,NA,"False","2",NA,NA,"casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
"3231","Champaign","IL",61820,40.1103799066,-88.2301879674,3.5,114,"Nightlife, Bars","False","False","False","average","True","1","False","free","casual","False","True","False","True","False","True","False","False","False","True","False","False","False",1,1,6,2,3,0,5,1,1,1,1,1,1,1
"3232","Charlotte","NC",28204,35.221885,-80.8225322,4.5,202,"Fast Food, American (Traditional)",NA,NA,"True",NA,"True","1",NA,"free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3233","DeForest","WI",53532,43.1741725,-89.3259892,2.5,9,"Fast Food, American (Traditional)","True","False",NA,NA,"True",NA,NA,NA,"casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3234","Middleton","WI",53562,43.1045005,-89.4945568,3.5,129,"Fast Food, American (Traditional)","True","True","False","average","True","2","True","free","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3235","Charlotte","NC",28262,35.3402526,-80.7649579,5,10,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,10,0,0,0,1,0
"3236","Charlotte","NC",28227,35.160871,-80.739732,3.5,69,"Fast Food, American (Traditional)","True","False","True","quiet","True","1","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3237","Cottage Grove","WI",53527,43.0872218905,-89.2093236744,2,5,"Fast Food, American (Traditional)","None","None","None","loud","None","None","None","None","casual","False","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
"3238","Charlotte","NC",28211,35.1766688,-80.7978683,4,151,"Nightlife, Bars","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,18,0,8,0,11,0,3,0,1,1,1,1
"3239","Charlotte","NC",28217,35.1338713,-80.8932912,4,21,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","False","free","casual","True","True","False","False","False","False","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3240","Charlotte","NC",28278,35.1016615,-80.9918125,4,75,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3241","Charlotte","NC",28277,35.0261746633,-80.8394622803,3.5,135,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3242","Charlotte","NC",28202,35.226305,-80.846672,3,119,"Nightlife, Bars","False","True",NA,NA,"True","2","True","paid",NA,"False","True","False","False","False","False","False","False","False","False","False","False","True",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
"3243","Charlotte","NC",28277,35.0622318,-80.7733554,4.5,16,"Sandwiches, Fast Food","True","False","True","average","True","1","True","no","casual","False","True","False","False","False","False","True","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3244","Madison","WI",53719,43.0497626,-89.5027669,2.5,6,"Sandwiches, Fast Food","True","False","True",NA,"True","3",NA,NA,"casual","True","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"3245","Madison","WI",53703,43.0752825,-89.3861265,4,216,"Fast Food, American (Traditional)","False","True","True","average","False","4","False","free","dressy","False","True","False","False","False","True","False","False","True","True","False","False","True",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3246","Madison","WI",53717,43.0732552,-89.5266501,4,91,"Fast Food, American (Traditional)","True","True","True","average","True","1","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"3247","Charlotte","NC",28205,35.2139396,-80.7694598,3.5,257,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","no","casual","False","True","True","True","True","True","True","True","False","False","False","True","False",1,1,55,3,48,4,25,2,26,3,1,1,1,1
"3248","Cornelius","NC",28031,35.4577917,-80.8680906,4,298,"American (Traditional), Nightlife","False","True","True","average","True","3","True","free","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3249","Middleton","WI",53562,43.0956058,-89.5108863,4,123,"Fast Food, American (Traditional)","False","True","False","average","True","2","True","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3250","Madison","WI",53703,43.0797595,-89.369608,3.5,194,"Fast Food, American (Traditional)","False","True","True","average","True","2","True","free","casual","True","True","False","False","False","True","False","False","False","True","False","True","False",1,1,16,0,NA,NA,54,0,39,2,0,1,1,1
"3251","Charlotte","NC",28270,35.140787,-80.740696,3,23,"Fast Food, American (Traditional)","True","True","False",NA,"True","1",NA,"no","casual","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"3252","Concord","NC",28025,35.431762,-80.604326,2.5,21,"American (Traditional), Nightlife","True","False",NA,"average","True","2","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3253","Madison","WI",53719,43.0496303,-89.5028217,2.5,8,"Fast Food, American (Traditional)","True","False",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"3254","Charlotte","NC",28227,35.2106806,-80.6861414,3.5,37,"American (Traditional), Nightlife","True","False","False","quiet","True","2","True","free","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3255","Charlotte","NC",28217,35.1598255647,-80.8758025428,4,349,"Fast Food, American (Traditional)","True","False","False","average","True","2","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3256","Madison","WI",53715,43.053124,-89.39625,3.5,67,"Fast Food, American (Traditional)","True","True","True","average","True","2","False","free","casual","True","True","False","False","True","True","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3257","Harrisbug","NC",28075,35.3159787685,-80.6739369792,3.5,47,"American (Traditional), Nightlife","True","False","True","average","True","2","True","free","casual","False","True","True","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"3258","Madison","WI",53703,43.0737969,-89.3826584,3.5,132,"Nightlife, Bars","True","False","True","loud","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
"3259","Charlotte","NC",28205,35.2090817273,-80.7577246428,2.5,4,"Fast Food, American (Traditional)","True","False",NA,NA,"True","2","False",NA,"casual","False","True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"3260","Charlotte","NC",28206,35.2390826,-80.8449816,3,89,"American (Traditional), Nightlife","False","False","False","loud","True","2","True","free","casual","False","True","False","True","False","False","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3261","Cross Plains","WI",53528,43.1140164634,-89.6505199,4.5,3,"Nightlife, Bars","False","False",NA,"average","True","1","False",NA,"casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
"3262","Charlotte","NC",28213,35.2601965269,-80.7740629837,3.5,4,"Fast Food, American (Traditional)","True",NA,NA,"average","True","1","False",NA,"casual",NA,"True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,3,0,1,0,0,1,1,0
"3263","Concord","NC",28025,35.3881174265,-80.5611057312,3.5,22,"Fast Food, American (Traditional)","True","False","False","quiet","True","1","False","no","casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3264","Charlotte","NC",28263,35.2281064,-80.8408062,4,27,"Sandwiches, Fast Food","True","False","True",NA,"True","1",NA,"free","casual",NA,"True",NA,NA,NA,NA,NA,NA,"False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3265","Charlotte","NC",28204,35.2123518,-80.8358725,4.5,328,"Nightlife, Bars","False","True","True","average","True","3","True","free","dressy","False","True","False","False","False","True","False","False","False","False","False","False","True",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3266","Charlotte","NC",28269,35.3424757,-80.7706758,4,156,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3267","Madison","WI",53705,43.072077,-89.452255,4,160,"Fast Food, American (Traditional)","True","False","False","average","True","2","True","no","casual","False","True","False","False","False","True","False","False","True","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3268","Cornelius","NC",28031,35.458582,-80.86835,3.5,99,"American (Traditional), Nightlife","True","False",NA,NA,"True","2","True","free","casual","False","True","True","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"3269","Cornelius","NC",28031,35.4848645,-80.8788311,4.5,17,"Sandwiches, Fast Food","True","False",NA,"loud","True","1","False",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3270","Huntersville","NC",28078,35.44271,-80.86705,3,43,"Sandwiches, Fast Food","True","False","False","quiet","True","1","False","no","casual","False","True","False","False","True","False","True","True","False","False","False","False","False",1,1,6,2,4,0,6,3,6,0,1,1,1,1
"3271","Sun Prairie","WI",53590,43.1695596,-89.2659537,2,20,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"3272","Madison","WI",53703,43.0758619691,-89.3746270099,4,442,"Nightlife, Bars","False","True","False","average","True","2","True","no","casual","False","True","False","False","False","True","True","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3273","Charlotte","NC",28204,35.2255865,-80.8247296,3,29,"American (Traditional), Nightlife","False","False",NA,NA,"True","1","True","no","casual","False","True","False","False","False","False","False","False","False","True","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"3274","Huntersville","NC",28078,35.4448811,-80.876996,3.5,45,"Sandwiches, Fast Food","True","False","True","average","True","1","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,5,1,1,0,3,0,2,0,1,1,1,1
"3275","Champaign","IL",61820,40.1104616,-88.2333105,4,106,"Fast Food, American (Traditional)","True","True","False","average","True","2","False","no","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3276","Denver","NC",28037,35.4604106,-80.9925985,2,15,"Sandwiches, Fast Food","True","False",NA,NA,"True","1","True","free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,1,1,3,0,2,0,3,0,0,1,0,0
"3277","Charlotte","NC",28202,35.2248537,-80.8486127,4.5,88,"Nightlife, Bars","False","True",NA,NA,"True","3","False","free","casual","False","True","True","False","False","True","False","False","False","False","False","False","False",0,0,17,0,NA,NA,NA,NA,85,1,0,0,1,0
"3278","Charlotte","NC",28213,35.2944056,-80.7425316,3.5,113,"Fast Food, American (Traditional)","True","False","False","average","True","2","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3279","Davidson","NC",28036,35.4981372,-80.8493039,4.5,144,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","False","False","False","False","True","False","False","False",1,0,27,0,20,0,28,3,36,0,1,1,1,1
"3280","Madison","WI",53703,43.0748187827,-89.3934650204,4,21,"American (Traditional), Nightlife",NA,NA,NA,NA,"False","1",NA,NA,NA,"None","True",NA,NA,NA,NA,NA,NA,"True","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"3281","Charlotte","NC",28211,35.152911,-80.832917,2,12,"Fast Food, American (Traditional)","True","False",NA,NA,"True","2","True",NA,"casual","False","True","False","False","True","False","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3282","Matthews","NC",28104,35.116499,-80.7195793,3,115,"American (Traditional), Nightlife","True","True","False","loud","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3283","Madison","WI",53713,43.0344752,-89.4235646,4,17,"Fast Food, American (Traditional)",NA,"None",NA,NA,"True",NA,NA,"None",NA,"True","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"3284","Madison","WI",53703,43.074953,-89.3886553,3.5,69,"Nightlife, Bars","False","True","False","loud","False","2","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"True","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3285","Mahomet","IL",61853,40.1961720577,-88.3952219412,4.5,5,"Coffee & Tea, Cafes","True","False","False","average","False","1","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",0,0,NA,NA,NA,NA,1,1,NA,NA,1,0,0,0
"3286","Charlotte","NC",28202,35.2260326,-80.8362003,3.5,84,"American (Traditional), Nightlife","False","True",NA,"loud","True","2","True","no","casual","False","True","False","True","False","False","False","False","False","False","False","True","False",1,1,20,1,40,3,22,2,14,0,1,1,1,0
"3287","Charlotte","NC",28262,35.3085578683,-80.7482901297,1.5,28,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,2,0,2,0,1,0,6,4,1,1,1,1
"3288","Madison","WI",53715,43.0611378,-89.4010411,3,101,"Fast Food, American (Traditional)","True","True","False","quiet","True","2","False","no","casual","True","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"3289","Huntersville","NC",28078,35.4437229,-80.8645502,4.5,142,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3290","Middleton","WI",53562,43.0966,-89.500716,2.5,9,"Sandwiches, Fast Food","True","False","False","quiet","True","1","False",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"3291","Charlotte","NC",28217,35.1367709,-80.903771,2.5,38,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","True","True","True","True","True","False","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"3292","Champaign","IL",61822,40.1442010834,-88.2570338622,3.5,118,"Fast Food, American (Traditional)","True","False","True","loud","True","1","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
